titulo,tipo,artista,fecha-lanzamiento,generos
Salvadora Robot,Album,Meridian Brothers,2014,"psychedelic, latin, cumbia, art pop, digital cumbia, tropicanibalismo"
Cumbia grasa,Single,Locomotora,2014,"electronica, cumbia"
Cumbia Futura EP,EP,6Blocc,2014,"electronic, jungle, dubstep, edm, cumbia, footwork, juke, trap"
Pecados tropicales,Album,Kumbia Queers,2014,"punk rock, cumbia"
Hasta nunca,Album,Sol Marianela,2014,"rock, pop, singer-songwriter, pop punk, latin, reggaeton, cumbia"
La Plata,EP,Quantic,2014,"electronic, jazz, reggae, funk, soul, cumbia"
Puro Show / Puro Rock,Single,El Combo Chimbita,2014,"dance, ska, reggae, latin, cumbia, descarga"
De sur a norte,Album,Los Vásquez,2014,"pop, ballad, latin, cumbia"
Amansará,Album,Chancha Vía Circuito,2014,"electronic, electro, hip hop, latin, cumbia"
Cuatro Vientos,Album,Sonido Pesao,2014,"hip hop, funk, merengue, cumbia"
Todo junto se escribe separado,Single,Qechuaboi,2015,"electronic, dance, latin, cumbia"
La Remolacha,Album,Kiko Villamizar,2015,"salsa, latin, cumbia, porro"
Con Sabor,Single,Sidi Wacho,2015,"punk, electro, hip hop, indie, club, cumbia"
Industria tropical,Album,Various Artists,2015,"electronic, industrial, experimental, latin, cumbia"
A Guide to the Birdsong of South America,Album,Various Artists,2015,cumbia
American Drift,Album,Elysia Crampton,2015,"electronic, experimental, latin, cumbia"
El viaje de la cumbia,Album,Sonora Marta la Reina,2015,"latin, cumbia, vallenato, porro, chamamé"
La reina de todas las fiestas,Album,Chico Trujillo,2015,"latin, cumbia, pachanga"
Las Valdemar,EP,Las Valdemar,2015,"rock, pop, flamenco, indie, latin, cumbia, bolero"
Luz y sombra,Album,Locarno,2015,"latin, cumbia"
El viaje de la cumbia,Album,Sonora Marta la Reina,2015,"latin, cumbia, vallenato, porro, chamamé"
Todo esta muy Normal,Single,Desorden Público,2015,"rock, punk, ska, reggae, rocksteady, cumbia"
EP2,EP,Gypsy Ska Orquesta,2015,"punk, ska, swing, cumbia"
Japan Years Volume III,EP,Dolomites,2015,"electronic, punk rock, cumbia"
Canta y no llores,Album,Kumbia Queers,2015,"electronic, punk rock, latin, cumbia"
Fantasy,EP,Knarsetand,2015,"electronic, big beat, garage punk, breakbeat, cumbia"
Mousy EP,EP,Full Monty,2015,"punk, ska, folk rock, cumbia"
EP2,EP,Gypsy Ska Orquesta,2015,"punk, ska, swing, cumbia"
Colectivo vacío,Album,Sara Hebe,2015,"punk, pop punk, cumbia"
Katakana Edits Vol.25,EP,ManJah,2015,"reggae, soul, breaks, dancehall, cumbia"
Katakana Edit Vol.27,EP,ManJah,2015,"reggae, soul, breaks, dancehall, cumbia"
Buena Medicina,Album,Raggabund,2015,"hip hop, reggae, latin, cumbia, ragga"
Listen First Ask Questions Later,EP,ManJah,2015,"new wave, reggae, soul, breaks, latin, dancehall, cumbia"
La diversión que hacía falta en mi país,Album,Los Pirañas,2015,"noise, experimental rock, noise rock, latin, cumbia"
Tengo un sueño qe no me deja dormir,Single,Qechuaboi,2015,"electronic, dance, latin, cumbia"
Buenaventura,Album,La Santa Cecilia,2015,"bossa nova, latin, mariachi, cumbia"
Mousy EP,EP,Full Monty,2015,"punk, ska, folk rock, cumbia"
Misa de Gallo,Single,La Sonora San Francisco,2015,"electronic, electronica, latin, cumbia"
Lo más sabroso...,Album,The Latin Brothers,2015,"salsa, latin, cumbia"
Amparito,Single,Desorden Público,2015,"rock, ska, reggae, rocksteady, cumbia"
Impredecible,Album,Bareto,2015,"reggae, latin, cumbia"
"Bone Idol, Volume 1",Album,Ashley Slater,2015,"jazz, reggae, salsa, cumbia"
Rock Is Dead: Long Live Paper and Scissors,Album,Tropa Magica,2015,"punk, psychedelic, cumbia"
Fania Helvete,Album,Crudo Pimento,2015,"rock, metal, blues, black metal, experimental, flamenco, cumbia, copla"
Psicodelia cosa seria,Album,Faauna,2015,"electronic, hip hop, reggae, dub, cumbia, moombahton"
DJ Bongohead presents...Big Box of Afrosound,Album,Various Artists,2015,"salsa, latin, cumbia, guaracha"
Canta y no llores,Album,Kumbia Queers,2015,"electronic, punk rock, latin, cumbia"
Japan Years Volume III,EP,Dolomites,2015,"electronic, punk rock, cumbia"
Aconcagua,Album,Sistema Beat Andino,2015,"dub, latin, folktronica, cumbia"
Cumbias de oro,Album,El Búho,2015,cumbia
Oriza,Single,Bio Ritmo,2015,"electronic, pop, reggae, funk, dub, salsa, acid jazz, latin, cumbia"
Superbailable Vol. 1,Album,Orquesta Cumbia Grande,2015,cumbia
Curva contracurva,Album,El Sonido Real,2015,"hip hop, indie, dancehall, reggaeton, cumbia"
Tengo un sueño qe no me deja dormir,Single,Qechuaboi,2015,"electronic, dance, latin, cumbia"
Prender el alma,Album,Nicola Cruz,2015,"electronic, downtempo, house, leftfield, latin, cumbia"
Utopïa,EP,La Flör del Otrö,2015,"latin, rumba, cumbia"
"Satingarona, Pt.1",Album,The Bongo Hop,2016,"salsa, latin, cumbia"
Ancienne Belgique Vol. 3,Album,Calexico,2016,"rock, reggae, folk rock, country rock, latin, cumbia"
Legend of Funaná (The Forbidden Music of the Cape Verde Islands),Album,Bitori,2016,"afrobeat, cumbia, funaná"
Mezcla,Album,M.A.K.U. Soundsystem,2016,cumbia
Black Beach,EP,Crudo Pimento,2016,"rock, metal, blues, experimental, cumbia"
Balkumbia,Album,Balkumbia,2016,cumbia
Cumbia Reaction,Single,Rolando Bruno y Su Orquesta Midi,2016,"rock, garage rock, latin, cumbia"
Mi niña mujer,Single,Los Ángeles Azules,2016,cumbia
En Orbita EP: The Remixes,EP,Superpendejos,2016,"electronic, house, latin, cumbia"
Latina,Album,Thalía,2016,"pop, salsa, latin pop, latin, cumbia"
Cumbia de las Flores,EP,Nochi,2016,"electronic, hip hop, dub, electronica, cumbia, footwork, trap"
Killa Kumbias,Album,Turbo Sonidero,2016,"electronic, latin, cumbia"
The Rough Guide to Peru Rare Groove,Album,Various Artists,2016,"psychedelic, salsa, latin, cumbia, mambo, descarga, boogaloo, guajira, cumbia peruana"
El Sorbito,Single,Qechuaboi,2016,"electronic, dance, latin, cumbia, footwork"
The Garabato Sessions (Remixes),EP,Totó la Momposina,2016,"cumbia, porro"
Cumbia Libertad: A Digital Cumbia Compilation,Album,Various Artists,2016,"electronic, electro, latin, cumbia"
on s'appelle,Album,jingle django,2016,"swing, klezmer, rumba, cumbia"
The Garabato Sessions (Remixes),EP,Totó la Momposina,2016,"cumbia, porro"
La Dame Blanche 2,Album,La Dame Blanche,2016,"hip hop, reggae, cumbia"
Mordiendo,Album,Tremenda Jauría,2016,"dubstep, punk, reggaeton, cumbia"
Joelma,Album,Joelma,2016,"latin, merengue, cumbia, forró"
En estos días,Album,Regulo Caro,2016,"latin, cumbia, ranchera, corrido"
Cumbia Libertad: A Digital Cumbia Compilation,Album,Various Artists,2016,"electronic, electro, latin, cumbia"
Warning Danger Riot Time,EP,El Gran Silencio,2016,"rock, punk, reggae, latin, cumbia, ragga, vallenato"
Candeleros en vivo (Sala Juglar),Album,Candeleros,2016,"salsa, merengue, cumbia, champeta"
rAreZaS,Album,República Cachi,2016,"punk, punk rock, ska punk, hardcore punk, cumbia"
Mordiendo,Album,Tremenda Jauría,2016,"dubstep, punk, reggaeton, cumbia"
Las flores del sol,Album,Nilamayé,2016,"latin, cumbia"
Somos nosotros los buenos,Album,Damas Gratis,2016,"latin, cumbia villera"
Waykiki Boys EP,EP,Waykiki Boys,2016,"electronic, electro, surf rock, latin, cumbia"
Skulltura Pt1,Album,Deela,2016,"electronic, hip hop, reggaeton, cumbia"
Con Tiempo,Single,Hammond Classics,2016,"hip hop, reggae, funk, latin, cumbia"
Perreo Maluco,Album,Bigote,2016,cumbia
Cumbia Punk 201666,Album,Anarkia Tropikal,2016,"rock, punk, psychedelic rock, latin, cumbia"
Cumbia Reaction,Single,Rolando Bruno y Su Orquesta Midi,2016,"rock, garage rock, latin, cumbia"
Zoonidotheque,EP,Zoonido,2016,"electronic, house, techno, latin, cumbia"
Is Dance,EP,Zoonido,2016,"electronic, house, techno, latin, cumbia"
Remixes & Singles,Single,Zoonido,2016,"electronic, house, techno, latin, cumbia"
Magnetismo,Album,La Yegros,2016,"electronic, latin, cumbia"
Salicorne (Remixes),EP,Sauvage FM,2016,"folk, punk, electro, indie, club, cumbia"
1000 Watts,Album,Quantic,2016,"electronic, jazz, reggae, dub, cumbia"
Shuffle Them Shoes,Single,Quantic,2016,"electronic, jazz, reggae, funk, soul, cumbia"
Sicodélicos,Album,Los Destellos,2016,"rock, psychedelic rock, latin, cumbia, guajira"
Exotic-O-Rama,Album,Various Artists,2016,"rock, soul, swing, rock and roll, latin, cumbia, doo-wop"
La Junta Sound System REMIX,EP,Quitapenas,2016,"electronic, latin, folktronica, cumbia, soukous, champeta"
Especias EP,EP,Kraut,2016,"electronic, dance, house, electro, cumbia"
Disco Popular,Album,Mexican Institute of Sound,2017,"electronic, hip hop, reggae, latin, reggaeton, cumbia"
German Army & Bloque del Sur,EP,German Army,2017,"industrial, folk, post-punk, ebm, drone, cumbia"
Electric Monkey Sessions 2,Album,New Cool Collective,2017,"jazz, ska, psychedelic, big band, latin, cumbia"
Teleiste Mouska,Album,Crudo Pimento,2017,"rock, metal, blues, experimental, hip hop, cumbia"
Los Cuentos,EP,Hammond Classics,2017,"folk, hip hop, reggae, funk, latin, cumbia"
Hit La Rosa Y Su Gran Unidad Tropical,Album,Hit La Rosa,2017,"rock, folk, punk, experimental, psychedelic rock, latin, cumbia"
State of Mind,Single,Qechuaboi,2017,"electronic, dance, electronica, latin, cumbia, footwork, juke, future bass"
Ojos vicheros,EP,Quantic,2017,"electronic, jazz, reggae, funk, soul, cumbia"
Conecta,Album,Dusouto,2017,"drum and bass, mpb, dub, samba, reggaeton, cumbia, ragga"
Freedom Is Free,Album,Chicano Batman,2017,"rock, funk, soul, psychedelic, latin, cumbia"
Cumbia Teng!,Album,6Blocc,2017,"electronic, jungle, dubstep, reggae, cumbia, ragga, footwork, juke, trap"
en retard à la révolution,Album,jingle django,2017,"world, spain, swing, klezmer, rumba, cumbia, gipsy"
A mil,Album,Cruzando el Charco,2017,"rock, alternative rock, folk rock, pop rock, latin rock, candombe, cumbia, fusion rock, cumbia argentina"
Curao,Album,Quantic,2017,"electronic, jazz, reggae, funk, soul, latin, cumbia"
Repeating Night / Weather,Single,The Mauskovic Dance Band,2017,"electronic, no wave, latin, afrobeat, cumbia"
¿Dónde Estás María?,Album,Meridian Brothers,2017,"electronic, experimental, psychedelic, art rock, latin, cumbia"
Juntos,Album,¡ESSO! Afrojam Funkbeat,2017,"dance, funk, chicago blues, latin, afrobeat, reggaeton, cumbia"
Cold Fever,Single,Matías Aguayo & the Desdemonas,2017,"electronic, house, techno, cumbia"
Club Redy,Album,Chico Sonido,2017,"latin, reggaeton, cumbia, trap"
Coco Avenges,Album,Bicicletas Por La Paz,2017,"rock, reggae, psychedelic, latin, cumbia"
Going Back to Cali: Cut Chemist's Colombian Crates Remixed,Album,Cut Chemist,2017,"hip hop, salsa, cumbia, porro"
Baile Bucanero,Album,Ondatrópica,2017,"reggae, latin, dancehall, calypso, cumbia"
Balance,Album,El Búho,2017,"electronic, downtempo, electronica, latin, cumbia"
1804 KIDS,Album,Kelman Duran,2017,"electronic, reggae, latin, dancehall, cumbia"
Echadito para atrás,Album,Sonora Barón,2017,"latin, tropical, cumbia, nueva cumbia chilena"
Violeta Perro,Single,Sara Hebe,2017,"punk, pop punk, cumbia"
Chineke Me,Single,Sonikgroove,2017,"dub, latin, folktronica, cumbia"
Unexpected,Single,Qechuaboi,2017,"electronic, dance, latin, cumbia"
Nikan,Album,Mas Aya,2017,"electronic, dance, cumbia"
Romie (Remix),Single,Deela,2017,"electronic, hip hop, reggaeton, cumbia"
Club Redy,Album,Chico Sonido,2017,"latin, reggaeton, cumbia, trap"
Candeleros EP,EP,Candeleros,2017,"salsa, merengue, cumbia, champeta"
Tropikal Passport,Album,El Flecha Negra,2017,"reggae, fusion, latin, cumbia"
¡ Ay Ay Ay !,Album,La Dinamitaaa,2017,"latin, cumbia"
Unexpected,Single,Qechuaboi,2017,"electronic, dance, latin, cumbia"
Resurrection Los,EP,Los Camaroes,2017,"afrobeat, cumbia, soukous, makossa"
Abya Yala,Album,Combo Chimbita,2017,"rock, punk, psychedelic, cumbia"
Fiebre,Album,Dany F,2017,"electronic, cumbia, kuduro, champeta"
Best Woman,Album,Vincent Ahehehinnou,2017,"afrobeat, cumbia, afro-funk"
Candeleros EP,EP,Candeleros,2017,"salsa, merengue, cumbia, champeta"
Aguas Frías,Album,Kiko Villamizar,2017,"latin, merengue, cumbia, porro"
Dub de Gaita (El fin del mundo) vol II & III,Album,Gaiteros de San Jacinto,2017,"electronic, dub, cumbia, porro"
Baile Bucanero,Album,Ondatrópica,2017,"reggae, latin, dancehall, calypso, cumbia"
Chineke Me,Single,Sonikgroove,2017,"dub, latin, folktronica, cumbia"
Skulltura Pt2,Album,Deela,2017,"electronic, reggaeton, cumbia"
Ayo,Album,Bomba Estéreo,2017,"latin, cumbia"
La Ciénaga,Album,La Flör del Otrö,2017,"latin, rumba, cumbia"
Mambo Cósmico,Album,Sonido Gallo Negro,2017,"instrumental, psychedelic, cumbia"
"La Danza del Agua, Part 2",Album,Various Artists,2017,"folk, cumbia"
Visiones,EP,Nicola Cruz,2017,"electronic, deep house, latin, cumbia"
Ayo,Album,Bomba Estéreo,2017,"latin, cumbia"
¡Un Saludo! Mexican Soundsystem Cumbia in LA,Album,Various Artists,2017,"electronic, cumbia, cumbia sonidera"
Un Helado de Portugal,EP,Sexteto Tabalá,2018,"latin, afrobeat, cumbia"
Rumba Chonta - DEELA Edits,Single,Deela,2018,"electronic, reggaeton, cumbia"
La cumbia del Chinche / El Boleta,Single,Candeleros,2018,"fusion, psychedelic, merengue, cumbia"
Ojos,Album,Mente Orgánica,2018,"downtempo, folk, electronica, cumbia"
La cumbia del Chinche / El Boleta,Single,Candeleros,2018,"fusion, psychedelic, merengue, cumbia"
Genero genero,Album,El Hijo de la Cumbia,2018,"reggae, dub, latin, cumbia"
Deela Remixes - Pt1,EP,Deela,2018,"electronic, reggaeton, cumbia"
Padremontes,Single,Frente Cumbiero,2018,"dub, latin, cumbia"
Dallas Cumbiaholic 4,Album,Erick Jaimez,2018,"house, electro, crunk, latin, cumbia, trap"
En Orbita EP,EP,Superpendejos,2018,"electronic, house, latin, cumbia"
The Imaginary Soundtrack to a Brazilian Western Movie 1964 - 1974,Album,Camarão,2018,"afrobeat, cumbia"
Vitalys,Album,Neenboo,2018,"electronic, ambient, funk, latin, cumbia"
Tributaries: A Remix Album,Album,El Búho,2018,"electronic, electronica, folktronica, cumbia"
Rain,EP,Matías Aguayo,2018,"electronic, house, techno, cumbia"
Ricarda Cometa 2,Album,Ricarda Cometa,2018,"noise, experimental, latin, cumbia"
Barrio Skank,Single,Deela,2018,"electronic, reggaeton, cumbia"
"Balkumbia, Vol. 2",Album,Balkumbia,2018,cumbia
Live in Dublin,Album,Bomba Estéreo,2018,"electronic, latin, cumbia"
Arrancandonga,Album,Mariana Ingold,2018,"instrumental, fusion, jazz fusion, latin, candombe, cumbia"
Tributaries: A Remix Album,Album,El Búho,2018,"electronic, electronica, folktronica, cumbia"
Tierra De King Coya,Album,King Coya,2018,"electronic, dubstep, latin, cumbia"
How Sweet The Sound,Album,G.Rag y los Hermanos Patchekos,2018,"folk, country, cajun, latin, cumbia"
Ojos,Album,Mente Orgánica,2018,"downtempo, folk, electronica, cumbia"
Trapdoor,Single,Los Bitchos,2018,"experimental, indie pop, cumbia"
Bugs Bunny,Single,Los Bitchos,2018,"experimental, indie pop, cumbia"
Moontribe,Album,Moontribe,2018,cumbia
La noche,Single,Sara Hebe,2018,"punk, pop punk, cumbia"
Tierra De King Coya,Album,King Coya,2018,"electronic, dubstep, latin, cumbia"
E Ye Ye,EP,Quantic,2018,"electronic, jazz, reggae, funk, soul, cumbia"
¡Ya no más!,Album,Brain Damage,2018,"reggae, dub, cumbia"
Fuego,EP,Totó la Momposina,2018,"cumbia, porro"
XXV,Album,New Cool Collective,2018,"jazz, ska, big band, latin, cumbia"
Camino de flores,Album,El Búho,2018,"electronic, downtempo, electronica, neofolk, folktronica, cumbia"
Fuego,EP,Totó la Momposina,2018,"cumbia, porro"
La Ceremonia,EP,Deela,2018,"electronic, downtempo, house, reggaeton, cumbia"
Son Palenque Feat El 'Leon Pardo' (Cerrero Dub Mix),Single,Son Palenque,2018,"reggae, dub, latin, afrobeat, cumbia"
Son Palenque Feat El 'Leon Pardo' (Cerrero Dub Mix),Single,Son Palenque,2018,"reggae, dub, latin, afrobeat, cumbia"
¿Sabe qué pasa?,EP,Candeleros,2018,"salsa, cumbia, champeta"
A Patricia,Single,Par Avion,2018,"rock, pop, instrumental rock, surf rock, cumbia"
Space in Time / Time in Space,Album,Dreckig,2018,"rock, electronic, club, cumbia"
Visit Malphino,Album,Malphino,2018,"latin, cumbia"
Doombia,Single,Quantic,2018,"electronic, jazz, reggae, funk, soul, cumbia"
Oye Manita,Album,Totó la Momposina,2018,"cumbia, porro"
Hotline Bling/Doombia,Single,Quantic,2018,"electronic, hip hop, latin, cumbia"
Logos,Album,Dos Santos,2018,"jazz, progressive, soul, psychedelic, no wave, latin, cumbia"
Down in the Basement,EP,The Mauskovic Dance Band,2018,"cumbia, space disco"
Sávila,Album,Sávila,2018,"folk, experimental, latin, cumbia, r&b"
Sundance EP,EP,Deela,2018,"electronic, reggaeton, cumbia"
Tropa Magica,Album,Tropa Magica,2018,"punk, psychedelic, cumbia"
LA HISTORIA DEL BOXEO,Album,jingle django,2019,"swing, klezmer, rumba, cumbia"
Inéditos,Album,Damas Gratis,2019,"latin, cumbia villera"
De mar y río remixes vol. 1,EP,Canalón de Timbiquí,2019,"electronic, downtempo, dub, cumbia"
Funky Rob Way,Album,Rob,2019,"afrobeat, cumbia"
Mambo mundial,Album,Chico Trujillo,2019,"latin, cumbia, pachanga"
Pinche Amor,Album,Amandititita,2019,"latin, cumbia"
"Libérate, Volumen 1 & 2",Album,YANGA,2019,"dance, reggae, latin, cumbia"
Tío Guachupesito,Single,Canalón de Timbiquí,2019,"electronic, dub, cumbia"
WOO HAH EN DO MENOR,Single,Captain Cumbia,2019,"latin, western, cumbia"
De Mar y Río,Album,Canalón de Timbiquí,2019,"electronic, dub, cumbia"
The Link Is About to Die,Single,Los Bitchos,2019,"rock, pop, experimental, indie pop, latin, cumbia"
Sola Solita,Single,La Fragua Band,2019,"fusion, latin rock, latin, cumbia"
CUMBIA GOT DUB,Single,Captain Cumbia,2019,"latin, western, cumbia"
Jallalla,Album,Lagartijeando,2019,"electronic, latin, cumbia"
Junteu-vos,Album,El Diluvi,2019,"reggae, latin, cumbia"
Grupo Jejeje,Album,Grupo Jejeje,2019,"latin, cumbia"
Toño García: El último cacique,Album,Gaiteros de San Jacinto,2019,"electronic, dub, cumbia"
La casa de la compañía,Single,Canalón de Timbiquí,2019,"electronic, dub, cumbia"
Folcore 103 - Selected by Qechuaboi,Album,Qechuaboi,2019,"dub, latin, cumbia, moombahton"
El Sonido Exótico de Phantom Four,Album,The Phantom Four,2019,"rock, instrumental, afrobeat, cumbia"
Le Petit Cumbiero de San Sebastián,Album,Lascivio Bohemia,2019,"electronic, cumbia"
Bichote-k bailable vol. 1,Album,Various Artists,2019,"electronic, techno, latin, cumbia"
Kaleido Strópico,Album,Roberto López,2019,"psychedelic, latin jazz, latin soul, tropical funk, cumbia funk"
Republica Moderna,Album,Solo Moderna,2019,"ska, swing, cumbia, ragga, mento"
Remixes,Album,Candeleros,2019,"downtempo, dub, minimal, deep house, cumbia"
Mogadisco - Dancing Mogadishu - Somalia 1972-1991,Album,Various Artists,2019,"reggae, funk, disco, afrobeat, cumbia"
Piñata,EP,Zoonido,2019,"electronic, house, techno, latin, cumbia"
La oscuridad bailable,Album,Kumbia Queers,2019,"punk rock, latin, reggaeton, cumbia"
Ahomale,Album,Combo Chimbita,2019,"rock, punk, psychedelic, latin, cumbia"
Folcore 103 - Selected by Qechuaboi,Album,Qechuaboi,2019,"dub, latin, cumbia, moombahton"
Emergency Exits,Single,Colorblind Dilemma,2019,"rock, pop, folk, metal, cumbia"
Cumbia Cosmonauts & The Radio Africa Band,Album,Cumbia Cosmonauts,2019,"electronic, reggae, latin, dancehall, cumbia"
Republica Moderna,Album,Solo Moderna,2019,"ska, swing, cumbia, ragga, mento"
El Keamo Mas,EP,El Keamo,2019,"cumbia, neo cumbia, digital cumbia, electrocumbia"
Superbailable Vol. 2,Album,Orquesta Cumbia Grande,2019,cumbia
Atlantic Modulations,EP,Quantic,2019,"electronic, jazz, dance, house, reggae, funk, dub, soul, disco, cumbia"
Bienaventuranza Remixes EP,EP,Chancha Vía Circuito,2019,"electronic, house, latin, digital cumbia"
El Indio Conakry,Album,La Rueda,2019,cumbia
Piñata,EP,Zoonido,2019,"electronic, house, techno, latin, cumbia"
La oscuridad bailable,Album,Kumbia Queers,2019,"punk rock, latin, reggaeton, cumbia"
Jambú e Os Míticos Sons Da Amazônia,Album,Various Artists,2019,"latin, cumbia"
Ofelia (Cerrero dub mix),Single,Sexteto Tabalá,2019,"electronic, dub, cumbia, currulao"
LA HISTORIA DEL BOXEO,Album,jingle django,2019,"swing, klezmer, rumba, cumbia"
Anakena,Album,Anakena,2019,"reggae, latin, cumbia, bachata"
Crema Remixed,EP,Banana Sound Cartel,2019,"latin, cumbia"
LA HISTORIA DEL BOXEO,Album,jingle django,2019,"swing, klezmer, rumba, cumbia"
El rey y el peón,EP,Nkumba System,2019,"latin, cumbia"
Cumbéalo // Tropidelico,Single,Superfónicos,2019,"indie rock, funk, cumbia"
El rey y el peón,EP,Nkumba System,2019,"latin, cumbia"
Tigrada,Album,Quitapenas,2019,"salsa, cumbia, soukous, champeta"
Culebra Coral,Single,M.A.K.U. Soundsystem,2019,"dance, reggae, latin, cumbia"
Pour Me a Grog: The Funaná Revolt in 1990s Cabo Verde,Album,Various Artists,2019,"dance, latin, cumbia, funaná"
Historia natural,Album,Los Pirañas,2019,"latin, cumbia"
Bichote-k bailable vol. 1,Album,Various Artists,2019,"electronic, techno, latin, cumbia"
Funky Rob Way,Album,Rob,2019,"afrobeat, cumbia"
One,EP,Yukicito,2019,"electronic, hip hop, samba, cumbia, r&b, moombahton, afro-funk"
September Blues,Single,Quantic,2019,"electronic, jazz, house, orchestral, reggae, funk, soul, disco, cumbia"
Pour Me a Grog: The Funaná Revolt in 1990s Cabo Verde,Album,Various Artists,2019,"dance, latin, cumbia, funaná"
Ranil y Su Conjunto Tropical,Album,Ranil y Su Conjunto Tropical,2020,"afrobeat, cumbia"
El Sabanero,Single,Happy Sound,2020,"latin pop, porro, electro cumbia, latamtronica, electro porro"
VelkomBak,Album,Gypsy Kumbia Orchestra,2020,"latin, cumbia"
Minyo Cumbiero,EP,Minyo Crusaders,2020,"latin, cumbia"
Bailalo Duro,Album,Nkumba System,2020,"latin, cumbia"
De corazón a corazón,Album,La Solución de Jesús M. Campos,2020,"latin, cumbia"
Curandero,Album,Orkesta Mendoza,2020,"mariachi, cumbia"
Klein Gevaarlijk Afval,Album,Schroothoop,2020,"instrumental, jazz, folk, free jazz, rumba, cumbia, exotica"
De corazón a corazón,Album,La Solución de Jesús M. Campos,2020,"latin, cumbia"
Bailalo Duro,Album,Nkumba System,2020,"latin, cumbia"
Calafia Armada,EP,Calafia Armada,2020,"latin, cumbia"
El Ciclón,Single,La Fragua Band,2020,"fusion, latin rock, latin, cumbia"
Fundo de Marê Palinha,EP,Voz di Sanicolau,2020,"afrobeat, cumbia, funaná"
Lo bueno está aquí,Album,Contento,2020,"punk, salsa, latin, cumbia, champeta"
Mahadhi 3000,EP,Qechuaboi,2020,"electronic, dance, latin, club, cumbia"
Si Si Si,Single,Abelardo Carbono,2020,"salsa, latin, afrobeat, cumbia, champeta"
Tropico Salvaje,Album,La Gallera Social Club,2020,"electronic, folk, electro, latin, cumbia, pachanga, tropical house, champeta, carimbó"
Ramas,Album,El Búho,2020,"electronic, electronica, folktronica, cumbia"
Yemaya,Single,Mexican Institute of Sound,2020,"electronic, electronica, latin, cumbia"
Bichote-k bailable vol. 2,Album,Various Artists,2020,"electronic, techno, latin, cumbia"
La Maltratada,Single,La Dame Blanche,2020,"hip hop, reggae, cumbia"
Atemporal,EP,KR∆UT,2020,"electronic, dance, electro, cumbia"
La Maltratada,Single,La Dame Blanche,2020,"hip hop, reggae, cumbia"
Cavalier Noir,Album,Le Bal Chaloupé,2020,"jazz, latin, cumbia, kuduro"
GMC - L.E.D.A. [DANZA05],EP,GMC,2020,"electronic, folk, cumbia"
Tropical Pressure Compilation,Album,Various Artists,2020,"reggae, dub, afrobeat, cumbia"
Cosmic Disco,Album,nemanja,2020,"funk, disco, lo-fi, afrobeat, cumbia"
La Locura de Machuca 1975-1980,Album,Various Artists,2020,"psychedelic, afrobeat, cumbia, champeta"
Cumbia siglo XXI,Album,Meridian Brothers,2020,"electronic, experimental, psychedelic, art rock, cumbia"
Something Sign,Single,Juan Diego Illescas,2020,"electronic, folk, electronica, cumbia"
Cumbiana,Album,Carlos Vives,2020,"pop, latin, reggaeton, cumbia, vallenato"
Yemaya,Single,Mexican Institute of Sound,2020,"electronic, electronica, latin, cumbia"
Theme From Selva,Single,Quantic,2020,"electronic, jazz, reggae, funk, soul, disco, cumbia"
Color de Trópico Compiled by El Drágon Criollo & El Palmas,Album,El Palmas Music,2020,"pop, jazz, salsa, latin, cumbia"
Ed Wilcox & Antony Milton & M3Y,EP,Ed Wilcox,2020,"noise, folk, free jazz, free improvisation, cumbia"
Yarana / Marula,Single,The Phantom Four,2020,"rock, instrumental, disco, psychedelic rock, afrobeat, cumbia"
Lilium,EP,Kraut,2020,"electronic, downtempo, dance, electro, cumbia"
Humos Vol. 2,EP,Dengue Dengue Dengue,2020,"electronic, dub, latin, cumbia, footwork"
Humos Vol. 1,EP,Dengue Dengue Dengue,2020,"electronic, dub, latin, cumbia, footwork"
GMC - L.E.D.A. [DANZA05],EP,GMC,2020,"electronic, folk, cumbia"
Humos Vol. 3,EP,Dengue Dengue Dengue,2020,"electronic, dub, latin, cumbia, footwork"
"Guasá, Cununo Y Marimba: Afro-Colombian Songs From the Pacific Coast",Album,Various Artists,2020,"funk, soul, salsa, afrobeat, cumbia, música criolla"
Y Su Descarga Internacional,Album,Bosq,2020,"house, funk, disco, salsa, latin, afrobeat, cumbia"
Perro Avion,Album,Par Avion,2020,"rock, pop, instrumental rock, surf rock, cumbia"
Porrovía,Single,Frente Cumbiero,2020,"latin, cumbia, porro"
Las Mellas (Cerrero dub mix),Single,Gaiteros de San Jacinto,2020,"electronic, dub, cumbia"
Imaginary Island Music Vol.1: Canary Islands,Album,Lagoss,2020,"electronic, ambient, experimental, avant-garde, cumbia, exotica"
FRECUENCIAS,Album,Phonotrip,2021,"electronic, folk, minimal, techno, tech house, acid house, cumbia, microhouse"
Batea,Album,Bejuco,2021,"electronic, dub, afrobeat, cumbia"
Infame Golpazo en Keroxen,Album,Los Pirañas,2021,"electronic, experimental, psychedelic, avant-garde, surf rock, latin, cumbia, champeta"
Calec,Album,Tharyk,2021,"latin pop, latin, reggaeton, cumbia"
Enter the MultiVerse,Album,MonkeyDragon,2021,"electronic, house, funk, dub, electronica, disco, dancehall, reggaeton, cumbia"
Mayahuel,EP,Sávila,2021,"folk, experimental, latin, cumbia, r&b"
Almas conectadas,Album,Quantic,2021,"electronic, jazz, reggae, funk, soul, cumbia"
Chambacu,Album,Aurita y su Conjunto,2021,"latin, cumbia"
"Straight from the Decks, Vol. 2",Album,Guts,2021,"reggae, zouk, latin, cumbia"
