titulo,tipo,artista,fecha-lanzamiento,generos,id
"Steal Big, Steal Little: Music from the Motion Picture Soundtrack",Album,Various Artists,1995,"tango, salsa, latin",03ff482e-d3cf-4b9f-8a99-426e861d39a8
Cuba: El camino de la salsa,Album,Various Artists,1995,"salsa, latin",4412920c-b40a-4431-bd5c-6257abdf1d3d
"Los durísimos de la salsa, vol 7",Album,Various Artists,1995,"salsa, latin",76f0ae71-5928-45d3-829a-f7a862d61662
En directo desde el patio de mi casa,Album,José Luis Cortés,1995,"salsa, latin, timba",7d0d1917-83f1-44cd-9a4b-673323270cab
New York Salsa Explosion,Album,Various Artists,1996,"salsa, latin",a858c8c6-413b-4a34-8dd0-9d11d3842909
Lo mejor de Johnny Pacheco,Album,Johnny Pacheco,1996,"jazz, salsa, latin",a7248c47-d0ac-448c-bc51-d0391ce83649
Los grandes del merengue super mix,Album,Various Artists,1996,"salsa, latin, merengue",4e55aacb-921a-4acf-9090-fdb7b0a48130
Genesis,Album,Luis Enrique,1996,"pop, salsa, latin",
Gombo Salsa,Album,Africando,1996,"salsa, latin",c0010ffb-b978-437a-b303-c34eb4419c59
Greatest Hits,Album,Rubén Blades,1996,"salsa, latin",b129221a-582a-46a9-80ec-996206977ca7
Beleza rara,Album,Banda Eva,1996,salsa-merengue,290f9940-1490-4391-b9f0-27ceaaeb6ae7
Guaco Mix,Album,Guaco,1996,"salsa, latin",41b8d2ce-7066-4593-b041-35f94fcfedd6
"Bailalo: Serious Salsa Dance Party, Volume 1",Album,Various Artists,1996,"salsa, latin",ab550535-3cf1-4c66-9f5a-014a4ab06d2c
Havana Club: The Fever of the Salsa Dance!,Album,Various Artists,1996,"salsa, latin",127957de-436c-4748-92cd-6a3e29bb9abc
"Lo mejor, volumen 2",Album,Grupo Niche,1996,"salsa, latin",472cc6d8-1a03-4076-b113-5d33161f6650
Dark Latin Groove,Album,DLG,1996,"salsa, latin",67dcee9b-43d2-422a-8c1f-d4eb3d7080d6
La rosa de los vientos,Album,Rubén Blades,1996,"salsa, latin",32fd4f9e-66b4-4893-a259-018f10c72255
Rumbagitation,Album,Fatal Mambo,1996,"salsa, latin, mambo",4cd07faf-95d9-46ea-9b17-92087a19eb34
De regreso,Album,Puerto Rico All-Stars,1996,"salsa, latin",420ac108-e8d3-420a-bc27-412818cbdce1
Etnia,Album,Grupo Niche,1996,"salsa, latin pop, latin",61702b9c-e69b-44b9-ab7b-a4e841436a15
Dominando la salsa,Album,Grupo Galé,1996,salsa,81dbf21b-091e-4086-8fc5-3677ecde48b4
Salsa fresca,Album,Various Artists,1996,"salsa, latin",d71055c2-e63b-4af5-a49e-991d6f847a82
Piragüero / Asia Minor,Single,Bio Ritmo,1996,"salsa, latin, rumba",4a8321c7-028d-42e8-b46c-85ff6d5194d8
Caribe Mix,Album,Various Artists,1996,"salsa, latin, pachanga",d293fec6-96f4-41a9-9ea5-8efdf1826fc4
El unico,Album,Grupo Niche,1996,"salsa, latin pop, latin",c487fdd7-1309-4506-a698-932c601202c6
Estoy aquí,Album,Lalo Rodríguez,1996,"salsa, latin, salsa romantica",1d889ba7-b8a6-4cc5-9cee-ffd7dce81c19
Tata masamba,Album,Ricardo Lemvo,1996,"salsa, latin, rumba, soukous",2b8f022f-17c6-430a-a921-0476ca4defcb
Frente a frente,Album,India,1996,"pop, salsa, ballad, latin",4ec03c51-8fd9-4a7c-a0fb-f980eb033b2e
Tranquilo,Album,Frankie Ruiz,1996,"salsa, latin, salsa romantica",2c4f7333-0646-49ac-956d-45867654325e
¡Cubanismo!,Album,Jesús Alemañy's ¡Cubanismo!,1996,"salsa, latin",2ae53c7c-325d-4a38-9dd7-c3ae9294c0e8
Contra todos los pronósticos,Album,Manolito y su Trabuco,1996,"salsa, latin, timba",3be1a78f-b24b-4118-94db-668fb79eab70
Lo mejor de India,Album,India,1996,"pop, salsa, ballad, latin",ed28b6d1-ff25-4c7d-a5f1-ab7ea84087fe
Yo no me parezco a nadie,Album,Bamboleo,1997,"salsa, latin, timba",78a036dd-2249-42f3-813b-76008c7fb59d
Amazonas,Album,Guaco,1997,"salsa, latin",d6a74c90-6949-47f0-8e8b-918fd460963d
Veneno,Album,José Luis Cortés,1997,"salsa, latin, timba",e98d7193-a61a-43f9-add6-34af0c25f58b
Pa'l pueblo,Album,Tito Rojas,1997,"salsa, latin",ef3f7c94-5a9f-4665-9191-73e890239245
Salsa!! Salsa!!,Album,Various Artists,1997,"salsa, latin",cc8a7864-1936-43ca-9aef-56983f8fac17
Dimensión Latina '98,Album,Dimensión Latina,1997,"salsa, latin",5b9a47f4-019a-4896-8ed1-2e20da21ae38
Cuando hay amor,Album,Soledad Bravo,1997,"pop, salsa, ballad, latin",b9e3f4bd-7fc7-4e5a-9a4a-bb5918e74544
Fania All Stars with Celia Cruz,Album,Fania All-Stars,1997,"salsa, latin",51b1b180-33a0-43c1-9ace-4a0e54ef0128
Something for Grace,Album,Regina Carter,1997,"jazz, salsa, latin jazz",7c2a4c66-83e5-4d6e-9d24-6717ebf375a4
En cuerpo y alma,Album,NG La Banda,1997,"salsa, latin, timba",dcc9034c-69c0-4dcb-9c4c-9237b451c540
Live,Album,Héctor Lavoe,1997,"salsa, latin",86112ce2-bc8d-48c7-9cbe-a59374938d5e
Serie Cristal: Greatest Hits,Album,Orquesta Guayacán,1997,"salsa, latin",66832bb0-e0c7-4c29-b33c-2ad3c0a8532b
Swing On,Album,DLG,1997,"salsa, latin",afc114f7-9da1-4e0d-a81e-3d8783754648
Afro‐Cuban Grooves #3,Album,Various Artists,1997,"salsa, latin",6c9cf0d7-30c4-407a-a219-ae3bcd666734
Hip Is Here,Album,Various Artists,1997,"jazz, salsa",
"Bailalo: Serious Salsa Dance Party, Volume 2",Album,Various Artists,1997,"salsa, latin",de89912e-5fc1-4b1b-a5a5-44f6e1f48672
A prueba de fuego,Album,Grupo Niche,1997,"salsa, latin pop, latin",2649d571-81d2-437a-a01b-d6022227675a
Enamorado,Album,Eddie Santiago,1997,"salsa, latin, bolero",c77ffd54-2430-423a-8f91-9210d833f056
Contra la corriente,Album,Marc Anthony,1997,"pop, salsa, latin pop, latin, salsa romantica",beb76968-c143-40b4-8c6f-8627bd5b9008
Hoy quiero cantarte,Album,Tony Vega,1998,"salsa, latin, salsa romantica",cbbe03e3-14a5-4563-bfcd-60534adab5c8
"Los Bravos Fania, Volume 5",Album,Various Artists,1998,"salsa, latin",fbbd644d-95ac-4d7c-aa36-cd24f5b4d226
Señales de humo,Album,Grupo Niche,1998,"salsa, latin pop, latin",2ac1f829-b064-4416-a793-884d4ad25248
No lo voy a olvidar,Album,Brenda K. Starr,1998,salsa,efcc10ec-a2be-4914-8ac6-eeeafdc568d2
Muchacho solitario,Album,Servando y Florentino,1998,"pop, salsa, ballad, latin",a9116d40-86bd-44a8-8ac9-f8f442d50311
Bacardi: El ritmo del Ron,Album,Various Artists,1998,"salsa, latin",
Dance With Me,Album,Various Artists,1998,"soundtrack, salsa",e1389a08-9b66-4973-a1d9-c3d7fdf8d1ff
Baloba!,Album,Africando,1998,"salsa, latin",8fe9d486-d488-4a64-88f5-ee6ffc671281
Marcando la distancia,Album,Manolito y su Trabuco,1998,"salsa, latin, cumbia, timba",3959d1df-d83c-476e-8272-20f395bee0db
La misma pluma,Album,Adolescent’s Orquesta,1998,salsa,64f588b0-83c7-4a92-b3a6-c1d725cec8ee
Nacimiento y recuerdos,Album,Frankie Ruiz,1998,"salsa, latin, salsa romantica",edade9ce-9e43-468a-973f-e10f9dd78117
En Cuba,Album,Cheo Feliciano,1998,"salsa, latin",8b40f971-2d27-4d2d-9db0-59d561c0a6c3
"Rumba, Baby Rumba!",Album,Bio Ritmo,1998,salsa,db158c63-c237-4de0-94c5-3558c08d0fec
Cosas del alma,Album,Cheo Feliciano,1998,"salsa, latin",ac573dc3-576c-4628-b2e7-a7e464bb1def
Encuentro histórico,Album,Bobby Valentín,1998,"salsa, son",8cccb295-64fc-4ce3-88f4-ad57d988e529
Mambo Yo Yo,Album,Ricardo Lemvo,1998,"salsa, latin, soukous",c9351f54-29f0-4fa2-8655-224ac68ac183
Más de lo mejor,Album,Grupo Niche,1998,"salsa, latin pop, latin",becc3c15-c454-4fc7-968d-3bea577fbbbb
Colección estelar de salsa,Album,Various Artists,1998,"salsa, latin",1e00bac7-d789-4da5-af1c-0bf68d45b8b3
Juegalo,Single,Candela Azul,1998,"electronic, salsa, latin",61b6368b-82f2-4e01-b9a4-04fa8617ab26
Combinación latina: Salsa perfecta #2,Album,Various Artists,1998,"salsa, latin",8ca0eb65-3559-4e12-acf6-1d400529183e
Los 30 mejores,Album,Grupo Niche,1998,"salsa, latin pop, latin",bed7c8ce-291f-4068-ac01-143029fa0eb0
Sola,Album,India,1999,"salsa, latin",5945b35e-9abe-42d2-b94a-05566ac2d32c
Gotcha!,Album,DLG,1999,salsa,cd1fc829-961c-4a11-87c4-91dccfa1b13a
Grandes éxitos de la salsa: Greatest Hits,Album,The Latin Brothers,1999,salsa,f93702bc-4cc7-4d4f-9229-65fea034dad9
Herido (Heartbreak),Album,José Alberto “El Canario”,1999,"salsa, latin",f5a8ca67-3fd7-4200-bef2-77e7f349dc2c
Salsa dura,Album,Jimmy Bosch,1999,salsa,f103e3c4-4aaf-45db-8897-d5766ccb78b0
Todos bailan salsa,Album,Fruko y sus Tesos,1999,salsa,1154d197-ea26-47fb-8ae5-1b5dcbf94cd8
Jumping Salsa,Album,Luis Felipe González,1999,"salsa, latin",8d93f062-91bc-4921-8e6c-9f29bc27bc0d
A golpe de folklore,Album,Grupo Niche,1999,"salsa, latin pop, latin",459207bd-1977-4ec8-baf2-fcbe0d6cb8aa
Salsa Clasica: A Taste of Classic Latin Flavors,Album,Various Artists,1999,"salsa, latin, merengue",b8a1866c-eb0a-407e-a17c-ccb346c46484
Mambo de la Luna,Single,Kirsty MacColl,1999,"electronic, breakbeat, salsa, latin",fda37afe-8c8c-4dc7-8fc7-322d5b82560c
100% New-York Salsa,Album,Various Artists,1999,"salsa, latin",76b8c062-41a5-4f91-b641-1f4c78882573
Latin Spectrum,Album,Various Artists,1999,"salsa, latin",84b8709e-203c-4a08-97ec-87865861113a
El verdadero león,Album,Oscar D’León,1999,"salsa, latin",398bb035-3483-4c1e-8c86-e152bdd0db79
Salsa en la Calle Ocho '99,Album,Various Artists,1999,"salsa, latin",4548f745-9bfd-4b62-bcd9-47ef3c5d334a
RMM Presents…,Album,Various Artists,1999,"salsa, latin",
Serie Millennium 21,Album,Eddie Santiago,1999,"salsa, latin",955f4f1a-f7b5-4ffb-9b6f-f768eac282d2
Serie Millennium 21,Album,Tommy Olivencia,1999,"salsa, latin",4e2d9cee-2d20-46c8-a0f6-0af58dd06c9b
Sin reservas,Album,Jerry Galante,1999,"salsa, latin",9f50056b-06a7-48a4-a147-30adf0f02e75
Siempre una aventura,Album,Grupo Niche,1999,"salsa, latin pop, latin",375b2183-b71b-4bab-8051-37c6853375a5
Wambara,Album,Oumou Dioubate,1999,"salsa, zouk",24a0cd9c-7ff9-433e-8e0d-0d19ca482bf0
Cuban Queen,Album,Celia Cruz,1999,"salsa, latin",031627a6-0817-4258-9b82-a270f42b0e4a
Absolute Best: Salsa,Album,Celia Cruz,1999,"salsa, latin",15f6c96a-57d9-4def-b744-9108d9db3f87
Espérame,Album,Robby Salinas,1999,"salsa, latin",a1feb165-f051-4844-94c5-2fca6465b6d3
Caramba: Musica Negra in the Americas,Album,Carmen González,2000,"salsa, latin",05a67acb-1ad8-4a5b-8e6e-57e3be990c75
100% cubano,Album,Hansel y Raul,2000,"salsa, latin, charanga",fa92b492-dd2b-420d-a462-047c0047e016
Havana Café,Album,Various Artists,2000,"salsa, latin",c4b9a26b-e023-4051-90fa-f8f39db5798e
Siempre viviré,Album,Celia Cruz,2000,"salsa, latin",992e9f72-d5e2-4093-abf1-996ea717b262
Lo que tù esparabas...,Album,Anacaona,2000,"salsa, latin",41c8e7d3-c970-41ca-a914-21bd4b8a926b
Let’s Get Loud,Single,Jennifer Lopez,2000,"electronic, house, salsa, latin",1780b0c4-235c-40ff-b8bc-a3610c166191
Paso a paso,Album,Servando & Florentino,2000,"pop, salsa, ballad, latin",0c5c64e8-f482-4263-936e-de11acbd850a
Greatest Hits,Album,DLG (Dark Latin Groove),2000,"pop, salsa, latin, bachata",1f4b70af-1449-4c2a-b7a7-d45224b5a33b
Cuban Nights,Album,Various Artists,2000,"salsa, latin",c817c403-0e4f-4d59-aaf8-86d1fa302ade
Salsa,Album,Various Artists,2000,salsa,676f12d7-7ecd-4b69-93be-ad1b4eb6a77d
Acuarela de Tambores,Album,Alex Acuña,2000,"salsa, latin",17095e69-2f68-4339-8103-4828acf86530
Propuesta,Album,Grupo Niche,2000,"salsa, latin pop, latin",edff5e16-db11-4dc2-bf8d-a60975211ae5
Putumayo Presents: Puerto Rico,Album,Various Artists,2000,"salsa, latin, plena",ce89b610-a54c-4297-bfda-905fdc905f11
Siempre sonando,Album,Roberto Torres,2000,"salsa, latin",fccec417-c76b-4052-9e7f-8f1d1dc56d7d
Oye como va,Album,Klimax,2000,"salsa, latin, timba",066ee86d-a9c3-4bee-b95e-bb7a09436fac
Equilibrio,Album,Guaco,2000,"salsa, latin",02f9a4de-a4ea-4424-9d65-1432dc658740
Con sabor a salsa,Album,Various Artists,2000,"salsa, latin",8432bd16-9e12-491c-9171-c6fe813d94ef
Para que baile Cuba,Album,Manolito y su Trabuco,2000,"salsa, latin, timba",4cf65516-b59d-46cc-9778-b58f0d012890
Noche de cuatro lunas,Album,Julio Iglesias,2000,"salsa, latin pop",dede651a-0689-48e8-b13b-c2a9a16c7735
I Love Salsa,Album,Various Artists,2000,"salsa, latin",3770f46b-f1a8-4ed6-b055-fcf361b12bd9
Arabo-Cuban,Album,Hanine y son Cubano,2000,"salsa, latin, other world",f12facc7-a713-4730-bbaa-bbdc30737895
Power Salsa,Album,Fruko y sus Tesos,2000,salsa,516bb8fa-cfc7-440d-b2cf-e707ae56d0b5
Antología,Album,Grupo Niche,2000,"salsa, latin pop, latin",656193b3-733b-4599-aa73-85f9c8fa0e69
El mejor,Album,Africando,2000,"salsa, latin",590a510f-8524-4050-b5e7-a6cfebd452d4
Betece,Album,Africando All Stars,2000,"salsa, latin",fa240d35-dc9a-4de5-bb0e-86e3a7632a5f
Millonarios de la salsa,Album,Grupo Niche,2000,"salsa, latin pop, latin",d9e571e1-8d51-4ce5-b68f-fcc43670cb4c
Swings,Album,Héctor Lavoe,2000,"samba, salsa, latin",2236688a-0d91-4ba1-a1e4-b3f1eb62aa06
Sazonando el universo,Album,Melcochita,2000,"salsa, latin, son montuno",17f914a9-de00-440d-a859-01049a09b966
Salsa!,Album,Various Artists,2001,"salsa, latin",e85751b5-8a87-4282-902a-b91caac3546c
Veinte años: La danza de la chancaca,Album,Grupo Niche,2001,salsa,48f24053-04e3-4aff-ae0d-a76843bf4ce0
Intenso,Album,Gilberto Santa Rosa,2001,salsa,2a107f05-010d-4f3e-9446-02e3e94254a9
El Rey (The King) / Pa'lante! Straight,Album,Tito Puente,2001,"salsa, latin, mambo, bolero",3bbb05f2-2987-4d7c-af4c-0d9f4692ea53
Viva Cuba: The Roots of the Salsa Sound,Album,Various Artists,2001,"salsa, latin",513fd8a9-e27f-4523-853c-aef0e0bd5624
La negra tiene tumbao,Album,Celia Cruz,2001,"electronic, salsa, latin",7741f4f0-1fe2-4366-a99d-d782dd1755d5
Live,Album,Africando,2001,"salsa, latin",9bd503ea-0e68-4644-bb24-51961cc8f1f0
Son Montuno's Groove,Album,Los Nemus del Pacífico,2001,"salsa, latin",1eec27df-fda5-4f06-9004-b843a96dd514
"Live from San Juan, Puerto Rico",Album,Ismael Miranda,2001,"salsa, latin",544a9519-1401-4720-84ac-48c00bace4fa
The Mambo King Meets the Queen of Salsa,Album,Tito Puente,2001,"salsa, latin, descarga",5a3f1f31-7ff3-474a-a74b-f8128b977fdb
Brujeria,Album,Sexteto Juventud,2001,"salsa, latin, guaguancó",2c4a819d-f974-4c2a-8d97-38dc29be4364
Marcando terreno,Album,Joe Arroyo,2001,"salsa, latin, cumbia",d844c1de-cf00-42d6-a09e-5b87c2d74154
Historia musical,Album,Santiago Ceron,2001,"salsa, latin",c69f6918-55e2-4fa5-81d5-546e0d3ed9d3
"The Complete RCA Recordings, Volume 2",Album,Tito Puente,2001,"samba, salsa, latin",0ff3d456-718b-43dd-9a15-5ac4090adccd
Sin fronteras,Single,Sergent Garcia,2001,"reggae, salsa, latin",
India morena,Album,Barbara Luna,2001,"tango, salsa, latin",5e7596fd-d77e-4315-83b3-7e56b691cfc6
Trafassi,Album,Trafassi,2001,"soul, salsa, latin, kaseko",a3ae3c06-4254-4272-886b-afcaefa35f27
Salsa Timba,Album,Osvaldo Chacón,2002,"salsa, latin, timba",fb4bb751-2d5a-44ed-91f4-fb1c829c3031
¿Qué pasa?: The Best of Fania All-Stars,Album,Fania All-Stars,2002,"samba, salsa, latin",51818070-2e0e-4fc3-8bb6-f3ccaea07cd5
... Ya llego,Album,Edwin Ortiz,2002,"salsa, latin, bolero",78b6d43e-ffda-44ab-a077-d6b5c2797531
Putumayo Presents: Congo to Cuba,Album,Various Artists,2002,"salsa, latin, soukous",d37a31f7-2d8d-4abd-b805-10c2706e8477
Latin Hits Vol. 8: Vamos! - Salsa - Merengue,Album,Various Artists,2002,"salsa, merengue",2418103a-859f-4bd1-a3ad-58537eb4e951
40 aniversario en vivo,Album,El Gran Combo de Puerto Rico,2002,"salsa, latin",7aa5d782-71a8-4828-912e-50c37d746936
Galopando,Album,Guaco,2002,"salsa, latin",ad7a450e-c9b8-41ce-9be4-d2c3a278ceb1
I Wanna,Single,Mariɐ N,2002,"pop, salsa, europop, latin",409f7bac-6883-46a9-bc42-ddaf55a61da7
22 Ultimate Salsa Hits 4 2002,Album,Grupo Niche,2002,"salsa, latin pop, latin",63c55432-55d8-40a6-b46d-3095693fcd08
32 cañonazos,Album,Joe Arroyo,2002,salsa,24afdf43-3905-4bd8-ada4-d9d8ba57d88a
Resiste Me,Single,Sergent Garcia,2002,"reggae, salsa, latin",
Todo éxitos,Album,Puerto Rican Power,2002,"salsa, latin",ac291842-36ed-4ecc-a271-ef826ab2999d
Homenaje al Grupo Niche con los grandes de la salsa,Album,Various Artists,2002,salsa,ada3648a-ebfc-4bea-a2f1-a0d2184eb62b
Salsa Light,Album,Luis Felipe González,2002,"salsa, latin",765870b3-6ed9-4818-be58-498da7140299
Le preguntaba a la luna,Album,Víctor Manuelle,2002,"salsa, latin",3b5fe79e-4cd3-47ce-a54e-740feda72466
Un gran día en el barrio,Album,The Spanish Harlem Orchestra,2002,"salsa, latin",e9403741-c04c-462a-90af-1e3dbfd1599f
Control absoluto,Album,Grupo Niche,2002,"salsa, latin pop, latin",4f0298d5-9831-410a-b712-892b16fca5b3
Latin Ská Force,Album,Los de Abajo,2002,"ska, reggae, salsa",13a28a92-37fa-3b23-a040-b71ffd70620b
Latin Song Bird: Mi alma y corazón,Album,India,2002,"salsa, latin",f8919c45-13b4-4f47-8041-96763f92daa2
Best Of,Album,Šum Svistu,2002,"pop, samba, salsa, latin",b75a85bc-ab20-4d5c-a282-9a3fd0d6f379
Junglesalsa,Album,Cubismo,2002,"salsa, latin, guaguancó",c705b262-d0c4-48b8-8ffa-0e4d02b84541
Caliente! The Finest in Latin & Brasil Rhythms 2003,Other,Various Artists,2003,"salsa, latin, timba",0d9de1e1-af51-441e-9d68-50c329fc0d1a
Al descubierto,Album,Anthony,2003,"salsa, latin, merengue, bachata",47516dcc-9310-4ff9-9d59-b88cfc9fd3ea
A Night in Havana: A Collection of Cuba's Coolest Music,Album,Various Artists,2003,"salsa, latin, guaguancó",89c5dc59-981d-40c8-92bc-750c29afb20f
Para bailar casino...,Album,Adalberto Álvarez y su Son,2003,"salsa, latin, bolero, timba",d06a18be-bdc4-417c-9e3c-2235e2fc71a7
Serie azul tropical,Album,Grupo Niche,2003,"salsa, latin pop, latin",2845e594-b499-4ac8-949f-d4d8d6329f8e
Lo mejor de,Album,Ráfaga,2003,"electronic, salsa, latin, cumbia",e5630f6f-b630-4346-9d21-a99005297252
40th Anniversary,Album,Orquesta Broadway,2003,"salsa, latin",7094b6f7-c8d6-4219-aa37-1b33713541e0
Salsa Soleil Fun Latin Hits,Album,Various Artists,2003,"salsa, latin",67118863-9093-4545-a511-5f3330f7f4d2
Te lo dije,Album,Orquesta Tabaco y Ron,2003,"salsa, latin",753c6d97-8011-4a6f-a5b1-da9b10cec782
De La Mata!!,Album,Sirak Y La Sonora Antillana,2003,"salsa, latin",e86fa51c-1ad6-4c71-85b8-34e214442c29
30 aniversario,Album,Raphy Leavitt y su Orquesta “La Selecta”,2003,"salsa, latin",6ad27034-0b1b-4b2a-90d5-edd8b6faebef
Regalo del alma,Album,Celia Cruz,2003,"salsa, latin",afc66a64-2c1e-4e8d-a2b6-f4383194f58f
Ay Valeria,Album,Ricardo Lemvo,2003,"salsa, zouk, latin",2c09d280-821b-42df-baa3-fe1bb940eb8c
Colección diamante,Album,Tito Puente,2003,"salsa, latin, mambo",4fce1c0a-d822-45b3-b546-450c4c6ff905
Martina,Album,Africando,2003,"salsa, latin",05c4b371-0092-4ac6-aaf8-b7faeb9726fc
Breakthrough,Album,Orquesta La Palabra,2003,salsa,39461d37-b222-4644-b0ae-54d42689ba7b
Éxitos eternos,Album,Celia Cruz,2003,"salsa, latin",053818ea-74b9-4def-b0c4-8b5f25824d3c
SalsaHits 2004,Album,Various Artists,2003,"salsa, latin",b035e7f8-733e-40f9-84c4-742e6c6423b7
Vagabundo,Album,Yuri Buenaventura,2003,"salsa, latin",2cba81b7-7796-44d1-835f-37d1aa8427da
Salsa! The Essential Album,Album,Various Artists,2003,"salsa, latin",876fcad1-3bac-4c91-9613-447e901dd810
Sizzling Salsa,Album,Various Artists,2003,"salsa, latin",c8d7b0f2-7771-4c08-92d3-c187dd1a1faa
The New York Sextet,Album,The New York Sextet,2003,salsa,f2429349-3a14-4c73-ae05-4ada53e67d6f
Reencuentros con artista invitado... Eddie Santiago,Album,Willie González,2003,"salsa, latin",71c99460-e1a5-403a-bc47-a79e963e44f5
Salsa Another Day,Album,Puerto Rican Power,2003,"salsa, latin",8632c383-3e56-4fa0-acfa-7e64f45995cf
...de corazon,Album,Mandinga,2003,"pop, salsa, latin",898da10b-2729-45f2-b096-f0ab2388e364
Latino,Album,Jorge Cordero,2004,"salsa, latin",28646a46-c5af-48a0-b368-cf04bc692e30
Resumen musical,Album,Celia Cruz,2004,"electronic, salsa, latin",e65a25d0-60f8-4c32-882b-8074ad4fcba3
Locos por mi Habana,Album,Manolito Simonet y su Trabuco,2004,"salsa, latin, timba",c9e4383c-3d5f-4988-a41d-bd9b40443010
"Salsational Latin Festival, Volume 2",Album,Various Artists,2004,"salsa, latin",667e5af5-aace-4b48-82d2-57ae9c9a69cb
"Salsa moderna, Volume 2: A Taste of New Wave Colombian Flavours",Album,Various Artists,2004,"jazz, salsa, latin",2782e25d-0f5c-4b14-a567-60cc02bff32e
Salsahits 2005,Album,[unknown],2004,"salsa, latin",5dc58416-f257-4186-b6c0-dec2f81b62d0
Sin mirar atrás,Album,Leonel Limonta y Azúcar Negra,2004,"salsa, latin, timba",
La-33,Album,La-33,2004,"salsa, latin, mambo",24d136cb-cebb-456b-8966-3f7994af822f
Paris-Cubano,Album,Laurent Hounsavi,2004,"salsa, latin",624139ac-6043-4036-8ca4-ef19aeb382c1
Ensorcelée,Single,Lorie,2004,"salsa, latin",c5b5ee52-77f8-48ba-ab89-66618eb75f06
Travesía,Album,Víctor Manuelle,2004,salsa,c9eb7178-d708-419f-8b9f-3ad332f6aab9
El merengue,Album,Celia Cruz,2004,"salsa, latin, mambo",61219685-48f3-4193-af44-108e005165a5
Maestro de La Fania,Album,Willie Colón,2004,"salsa, latin",
Viva latino,Album,Various Artists,2004,"salsa, latin",
Lo esencial,Album,DLG,2004,salsa,8e1d2dd8-d5de-4bb2-9da5-536443c3a440
Fabricando fantasías,Album,Tito Nieves,2004,"salsa, reggaeton",c2695c40-ab86-4d08-a4f4-881f10adab85
Valió la pena,Album,Marc Anthony,2004,"salsa, latin",4b9b5960-d12f-4028-a245-35c95cc692fd
Salsa!,Album,Various Artists,2004,"salsa, latin",68d7782c-9b00-4127-826c-9a191b3aef95
Simply Salsa (Latin Cool),Album,Various Artists,2004,"salsa, latin",d75699bb-eff1-4bd3-9fce-e708bc116fb8
Imaginación,Album,Grupo Niche,2004,"salsa, latin pop, latin",3af341ff-88e2-4517-91d9-e45eefa2fad4
Fruits de la patience,Album,Dédé Saint‐Prix,2005,"salsa, zouk, latin, compas",dbe706c2-6e26-4bff-9816-9eae99eb80c2
Putumayo Presents: Afro-Latin Party,Album,Various Artists,2005,"salsa, latin, rumba",1c2c9ec5-2060-4a39-9564-b2f139287019
I Love Salsa! (special edition),Album,N’Klabe,2005,"electronic, salsa",7f941fd7-8ac0-43f0-bb7e-7c084591c32d
La fiesta de salsa,Album,Various Artists,2005,"salsa, latin, merengue",e842a858-053e-475f-a00a-0e5812cdbfc2
Dance Fiesta,Album,Dora the Explorer,2005,"salsa, latin",02a32aa9-7f80-46b9-a880-635296355e5e
20 éxitos originales,Album,Grupo Niche,2005,"salsa, latin pop, latin",433c9067-4f97-469a-b82a-0db11d5f7b33
Alive,Album,Grupo Niche,2005,"salsa, latin pop, latin",ddc45add-59dc-49d8-8398-737f6e1fa87c
Arroz Con Mango,Album,Tiempo Libre,2005,"salsa, latin, timba",939f82f7-3b7d-4ad0-8f78-a37319f9d4ee
I Love Salsa!,Album,N’Klabe,2005,salsa,50199076-f2d1-48c6-800b-9db73c57c287
El sonido de Venezuela,Album,Guaco,2005,"folk, salsa, latin",8ee36015-81d6-4976-9d6d-1b711a58d810
Carlos Oliva y Los Sobrinos del Juez: 3 decadas de éxitos... y más,Album,Carlos Oliva,2006,salsa,fc082f38-4168-4cd1-a201-6aa039b5b9f7
Servando y Florentino,Album,Servando & Florentino,2006,"pop, salsa, ballad, latin",fff8fe26-f08e-4583-ae77-62ad8a2ba0f2
"Beginner’s Guide to Salsa, Volume 2",Album,Various Artists,2006,"salsa, latin",6f3a89ef-7976-4f30-840b-6fb375d22620
Decisión unánime,Album,Víctor Manuelle,2006,salsa,7e7229ca-3cef-44d9-98db-c022de449be9
Líneas paralelas,Album,Andy Montañez,2006,salsa/latin/español/cuba,c31a7ca9-e7ea-4a70-b715-1f33e33d465a
Corazón enamorado,Album,Kiuldret,2006,"salsa, latin, reggaeton",83839e15-0b08-4d15-bff0-976bc1e99563
Ketukuba,Album,Africando,2006,"salsa, latin",7f2e9213-34a1-4f48-b8be-c17dc006b18c
Soy diferente,Album,India,2006,salsa,14227bf8-9039-4a5c-aa97-d0e315a049d6
Cubaneando con…,Album,Raquel Zozaya,2006,salsa,6e877c75-460d-46b6-9ace-b78a529e0a75
Cafe Latino,Album,Various Artists,2006,"salsa, latin, timba",5355e0c6-d4c6-43ee-95d7-7279621c533d
Comes Alive,Album,Grupo Fantasma,2006,"rock, salsa, latin, cumbia",fd9725fd-950d-4655-b1e1-71e4eee09660
Our Latin Thing,Album,Various Artists,2006,"salsa, latin",ea6e8d2e-4839-4eb2-a274-cd16ebfecbb9
The Essential Ibrahim Ferrer,Album,Ibrahim Ferrer,2006,"salsa, latin",7d72e135-f077-41dc-906d-44efce5d9fa5
Los Originales,Album,Cuban Masters,2006,"salsa, latin",91281f01-9298-4368-9671-f466a04ee7b4
La llave de oro,Album,Alfredo de la Fé,2006,"salsa, latin",e13f3813-d849-4720-ace6-86a9fb279c08
La Habana de noche II,Album,Various Artists,2006,"salsa, latin, timba",391882f6-2b5f-4a9e-b06f-486c36cc2a1a
